Site,season,Species,value,City,Long,Lat
P-CCP,AP21,California Ground Squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Coyote,5,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Deer,2,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Domestic cat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Domestic dog,19,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Douglas squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Eastern gray squirrel,16,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Elk,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Fox squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Gray fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Mountain lion,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Rabbit,107,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Raccoon,46,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Red fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Stoat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Striped Skunk,17,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Virginia opossum,1,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Weasel (cannot ID),2,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Western Chipmunks,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,AP21,Western gray squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Black bear,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Bobcat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Brush Rabbit,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,California Ground Squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Coyote,20,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Deer,1,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Domestic cat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Domestic dog,11,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Douglas squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Eastern gray squirrel,67,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Elk,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Fox squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Gray fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Mountain lion,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Rabbit,7,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Raccoon,86,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Red fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Stoat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Striped Skunk,4,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Virginia opossum,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Weasel (cannot ID),0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Western Chipmunks,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JA21,Western gray squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Black bear,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Bobcat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Brush Rabbit,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,California Ground Squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Coyote,7,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Deer,4,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Domestic cat,4,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Domestic dog,7,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Douglas squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Eastern gray squirrel,127,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Elk,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Fox squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Gray fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Mountain lion,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Rabbit,2,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Raccoon,15,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Red fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Stoat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Striped Skunk,83,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Virginia opossum,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Weasel (cannot ID),0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Western Chipmunks,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,JU21,Western gray squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Black bear,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Bobcat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Brush Rabbit,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,California Ground Squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Coyote,5,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Deer,12,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Domestic cat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Domestic dog,9,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Douglas squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Eastern gray squirrel,41,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Elk,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Fox squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Gray fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Mountain lion,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Rabbit,18,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Raccoon,47,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Red fox,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Stoat,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Striped Skunk,16,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Virginia opossum,4,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Weasel (cannot ID),0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Western Chipmunks,0,tawa,-122.32022008391868,47.18141910672656
P-CCP,OC20,Western gray squirrel,0,tawa,-122.32022008391868,47.18141910672656
P-CUP,AP21,Black bear,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Bobcat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Brush Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,California Ground Squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Coyote,15,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Deer,17,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Domestic cat,7,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Domestic dog,15,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Douglas squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Eastern gray squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Elk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Fox squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Gray fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Mountain lion,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Raccoon,61,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Red fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Stoat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Striped Skunk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Virginia opossum,14,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Weasel (cannot ID),0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Western Chipmunks,0,tawa,-122.471320086731,47.27295174449351
P-CUP,AP21,Western gray squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Black bear,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Bobcat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Brush Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,California Ground Squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Coyote,3,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Deer,21,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Domestic cat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Domestic dog,8,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Douglas squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Eastern gray squirrel,1,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Elk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Fox squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Gray fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Mountain lion,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Raccoon,43,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Red fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Stoat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Striped Skunk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Virginia opossum,3,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Weasel (cannot ID),0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Western Chipmunks,0,tawa,-122.471320086731,47.27295174449351
P-CUP,JA21,Western gray squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Black bear,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Bobcat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Brush Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,California Ground Squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Coyote,9,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Deer,24,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Domestic cat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Domestic dog,4,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Douglas squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Eastern gray squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Elk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Fox squirrel,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Gray fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Mountain lion,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Rabbit,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Raccoon,23,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Red fox,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Stoat,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Striped Skunk,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Virginia opossum,13,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Weasel (cannot ID),0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Western Chipmunks,0,tawa,-122.471320086731,47.27295174449351
P-CUP,OC20,Western gray squirrel,0,tawa,-122.471320086731,47.27295174449351
P-DPV,AP21,Black bear,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Bobcat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Brush Rabbit,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,California Ground Squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Coyote,5,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Deer,35,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Domestic cat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Domestic dog,2,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Douglas squirrel,2,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Eastern gray squirrel,7,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Elk,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Fox squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Gray fox,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Mountain lion,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Rabbit,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Raccoon,7,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Red fox,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Stoat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Striped Skunk,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Virginia opossum,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Weasel (cannot ID),0,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Western Chipmunks,6,tawa,-122.5436402745423,47.3165085016772
P-DPV,AP21,Western gray squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Black bear,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Bobcat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Brush Rabbit,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,California Ground Squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Coyote,1,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Deer,16,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Domestic cat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Domestic dog,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Douglas squirrel,16,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Eastern gray squirrel,7,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Elk,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Fox squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Gray fox,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Mountain lion,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Rabbit,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Raccoon,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Red fox,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Stoat,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Striped Skunk,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Virginia opossum,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Weasel (cannot ID),0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Western Chipmunks,0,tawa,-122.5436402745423,47.3165085016772
P-DPV,JU21,Western gray squirrel,0,tawa,-122.5436402745423,47.3165085016772
P-GP,OC20,Black bear,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Bobcat,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Brush Rabbit,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,California Ground Squirrel,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Coyote,1,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Deer,77,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Domestic cat,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Domestic dog,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Douglas squirrel,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Eastern gray squirrel,1,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Elk,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Fox squirrel,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Gray fox,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Mountain lion,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Rabbit,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Raccoon,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Red fox,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Stoat,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Striped Skunk,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Virginia opossum,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Weasel (cannot ID),0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Western Chipmunks,0,tawa,-122.45745032482698,47.269890460874926
P-GP,OC20,Western gray squirrel,0,tawa,-122.45745032482698,47.269890460874926
P-MKP3,JA21,Black bear,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Bobcat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Brush Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,California Ground Squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Coyote,1,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Deer,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Domestic cat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Domestic dog,72,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Douglas squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Eastern gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Elk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Fox squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Gray fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Mountain lion,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Raccoon,24,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Red fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Stoat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Striped Skunk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Virginia opossum,5,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Weasel (cannot ID),0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Western Chipmunks,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JA21,Western gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Black bear,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Bobcat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Brush Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,California Ground Squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Coyote,4,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Deer,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Domestic cat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Domestic dog,43,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Douglas squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Eastern gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Elk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Fox squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Gray fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Mountain lion,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Raccoon,3,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Red fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Stoat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Striped Skunk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Virginia opossum,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Weasel (cannot ID),0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Western Chipmunks,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,JU21,Western gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Black bear,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Bobcat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Brush Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,California Ground Squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Coyote,5,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Deer,2,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Domestic cat,2,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Domestic dog,87,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Douglas squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Eastern gray squirrel,31,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Elk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Fox squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Gray fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Mountain lion,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Raccoon,1,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Red fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Stoat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Striped Skunk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Virginia opossum,3,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Weasel (cannot ID),0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Western Chipmunks,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,OC20,Western gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-OB,JU21,Black bear,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Bobcat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Brush Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,California Ground Squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Coyote,3,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Deer,3,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Domestic cat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Domestic dog,2,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Douglas squirrel,1,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Eastern gray squirrel,18,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Elk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Fox squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Gray fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Mountain lion,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Raccoon,2,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Red fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Stoat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Striped Skunk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Virginia opossum,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Weasel (cannot ID),0,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Western Chipmunks,2,tawa,-122.5304601657384,47.31318888282613
P-OB,JU21,Western gray squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Black bear,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Bobcat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Brush Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,California Ground Squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Coyote,1,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Deer,18,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Domestic cat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Domestic dog,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Douglas squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Eastern gray squirrel,17,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Elk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Fox squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Gray fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Mountain lion,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Raccoon,5,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Red fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Stoat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Striped Skunk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Virginia opossum,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Weasel (cannot ID),0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Western Chipmunks,0,tawa,-122.5304601657384,47.31318888282613
P-OB,OC20,Western gray squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OLT,AP21,Black bear,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,Bobcat,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,Brush Rabbit,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,California Ground Squirrel,0,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,Coyote,12,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,Deer,13,tawa,-122.2727399501913,46.91265010614948
P-OLT,AP21,Domestic cat,5,tawa,-122.2727399501913,46.91265010614948
